sem$cod$mat$prof
2022/1$DCC034$Cálculo Numérico$Loïc Pascal Gilles Cerf
2021/2$DCC034$Cálculo Numérico$Ana Paula Couto da Silva
2022/1$DCC034$Cálculo Numérico$Frederico Ferreira Campos Filho 
2022/2$DCC034$Cálculo Numérico$Loïc Pascal Gilles Cerf
2021/2$DCC034$Cálculo Numérico$Cristiano Arbex Valle
2021/2$DCC034$Cálculo Numérico$Loïc Pascal Gilles Cerf
2021/2$DCC034$Cálculo Numérico$Ana Paula Couto da Silva
2021/2$DCC034$Cálculo Numérico$Frederico Ferreira Campos Filho 
2021/2$DCC034$Cálculo Numérico$Marcos Augusto dos Santos
2020/2$DCC034$Cálculo Numérico$Fabrício Murai
2021/1$DCC034$Cálculo Numérico$Ana Paula Couto da Silva
2021/1$DCC034$Cálculo Numérico$Marcos Augusto dos Santos
2021/1$DCC034$Cálculo Numérico$Fabrício Murai
2021/1$DCC034$Cálculo Numérico$Frederico Ferreira Campos Filho 
2021/1$DCC034$Cálculo Numérico$Alexandre Salles da Cunha 
2021/1$DCC034$Cálculo Numérico$Cristiano Arbex Valle
2020/2$DCC034$Cálculo Numérico$Loïc Pascal Gilles Cerf
2021/1$DCC034$Cálculo Numérico$Alexandre Salles da Cunha 
2020/2$DCC034$Cálculo Numérico$Marcos Augusto dos Santos
2023/1$DCC034$Cálculo Numérico$Cristiano Arbex Valle
2023/1$DCC034$Cálculo Numérico$Cristiano Arbex Valle
2023/1$DCC034$Cálculo Numérico$Frederico Ferreira Campos Filho 
2023/1$DCC034$Cálculo Numérico$Frederico Ferreira Campos Filho 
2023/1$DCC034$Cálculo Numérico$Marcos Augusto dos Santos
2020/1$DCC010$Compiladores I$Renato Antônio Celso Ferreira
2022/2$DCC010$Compiladores I$Renato Antônio Celso Ferreira
2023/1$DCC010$Compiladores I$Renato Antônio Celso Ferreira
2021/2$DCC010$Compiladores I$Mariza Andrade da Silva Bigonha
2020/2$DCC010$Compiladores I$Mariza Andrade da Silva Bigonha
2021/1$DCC010$Compiladores I$Renato Antônio Celso Ferreira
2022/1$DCC010$Compiladores I$Renato Antônio Celso Ferreira
2023/1$DCC010$Compiladores I$Renato Antônio Celso Ferreira
2022/1$DCC637$Computação e Sociedade$Berthier Ribeiro-Neto
2022/2$DCC637$Computação e Sociedade$Berthier Ribeiro-Neto
2022/1$DCC637$Computação e Sociedade$Berthier Ribeiro-Neto
2022/2$DCC637$Computação e Sociedade$Berthier Ribeiro-Neto
2021/2$DCC637$Computação e Sociedade$Berthier Ribeiro-Neto
2021/2$DCC637$Computação e Sociedade$Berthier Ribeiro-Neto
2021/1$DCC637$Computação e Sociedade$Fabrício Benevenuto de Souza
2021/1$DCC637$Computação e Sociedade$Berthier Ribeiro-Neto
2023/1$DCC637$Computação e Sociedade$Berthier Ribeiro-Neto
2023/1$DCC637$Computação e Sociedade$José Marcos Silva Nogueira
2020/1$DCC027$Computação Gráfica$Renato Antônio Celso Ferreira
2021/2$DCC027$Computação Gráfica$Renato Antônio Celso Ferreira
2023/1$DCC027$Computação Gráfica$Renato Antônio Celso Ferreira
2020/2$DCC606$Computadores e Sociedade$Fabrício Benevenuto de Souza
2020/2$DCC606$Computadores e Sociedade$José Nagib Cotrim Árabe
2021/1$DCC055$Empreendimentos em Informática$Adriano César Machado Pereira 
2022/1$DCC055$Empreendimentos em Informática$Adriano César Machado Pereira 
2023/1$DCC055$Empreendimentos em Informática$Adriano César Machado Pereira 
2021/2$DCC055$Empreendimentos em Informática$Adriano César Machado Pereira 
2020/2$DCC055$Empreendimentos em Informática$Adriano César Machado Pereira 
2022/2$DCC055$Empreendimentos em Informática$Adriano César Machado Pereira 
2020/2$DCC603$Engenharia de Software$Eduardo Figueiredo
2022/1$DCC603$Engenharia de Software$Marco Túlio de Oliveira Valente
2022/2$DCC603$Engenharia de Software$Marco Túlio de Oliveira Valente
2022/1$DCC603$Engenharia de Software$Eduardo Figueiredo
2022/2$DCC603$Engenharia de Software$Eduardo Figueiredo
2021/2$DCC603$Engenharia de Software$Marco Túlio de Oliveira Valente
2021/2$DCC603$Engenharia de Software$Eduardo Figueiredo
2020/2$DCC603$Engenharia de Software$Marco Túlio de Oliveira Valente
2021/1$DCC603$Engenharia de Software$Marco Túlio de Oliveira Valente
2021/1$DCC603$Engenharia de Software$Eduardo Figueiredo
2023/1$DCC603$Engenharia de Software$Eduardo Figueiredo
2023/1$DCC603$Engenharia de Software$Marco Túlio de Oliveira Valente
2020/2$DCC072$Engenharia de Software II$André Cavalcante Hora
2022/1$DCC072$Engenharia de Software II$André Cavalcante Hora
2022/2$DCC072$Engenharia de Software II$André Cavalcante Hora
2021/2$DCC072$Engenharia de Software II$André Cavalcante Hora
2021/1$DCC072$Engenharia de Software II$André Cavalcante Hora
2023/1$DCC072$Engenharia de Software II$André Cavalcante Hora
2021/2$DCC193$Engenharia de Usabilidade$Clarindo Isaias Pereira da Silva e Padua
2022/2$DCC193$Engenharia de Usabilidade$Clarindo Isaias Pereira da Silva e Padua
2021/2$DCC904$Estágio em Docência I$William Robson Schwartz
2020/2$DCC904$Estágio em Docência I$Luiz Chaimowicz
2022/1$DCC904$Estágio em Docência I$Raquel Oliveira Prates
2021/1$DCC904$Estágio em Docência I$Clodoveu Davis
2021/2$DCC905$Estágio em Docência II$William Robson Schwartz
2020/2$DCC905$Estágio em Docência II$Luiz Chaimowicz
2022/1$DCC905$Estágio em Docência II$Raquel Oliveira Prates
2021/1$DCC905$Estágio em Docência II$Clodoveu Davis
2022/1$DCC205$Estruturas de Dados$Wagner Meira Júnior
2022/2$DCC205$Estruturas de Dados$Wagner Meira Júnior
2022/2$DCC205$Estruturas de Dados$Gisele Lobo Pappa
2022/1$DCC205$Estruturas de Dados$Wagner Meira Júnior
2022/2$DCC205$Estruturas de Dados$Gisele Lobo Pappa
2022/1$DCC205$Estruturas de Dados$Gisele Lobo Pappa
2021/2$DCC205$Estruturas de Dados$Gisele Lobo Pappa
2021/2$DCC205$Estruturas de Dados$Wagner Meira Júnior
2021/2$DCC205$Estruturas de Dados$Gisele Lobo Pappa
2020/2$DCC205$Estruturas de Dados$Luiz Chaimowicz
2020/2$DCC205$Estruturas de Dados$Raquel Oliveira Prates
2021/1$DCC205$Estruturas de Dados$Luiz Chaimowicz
2021/1$DCC205$Estruturas de Dados$Raquel Oliveira Prates
2023/1$DCC205$Estruturas de Dados$Wagner Meira Júnior
2023/1$DCC205$Estruturas de Dados$Wagner Meira Júnior
2022/2$DCC636$Ética na Computação$Fabrício Benevenuto de Souza
2022/2$DCC636$Ética na Computação$Fabrício Benevenuto de Souza
2022/1$DCC636$Ética na Computação$Fabrício Benevenuto de Souza
2022/1$DCC636$Ética na Computação$Fabrício Benevenuto de Souza
2021/2$DCC636$Ética na Computação$Fabrício Benevenuto de Souza
2021/2$DCC636$Ética na Computação$Fabrício Benevenuto de Souza
2021/1$DCC636$Ética na Computação$Fabrício Benevenuto de Souza
2021/1$DCC636$Ética na Computação$Berthier Ribeiro-Neto
2023/1$DCC636$Ética na Computação$Fabrício Benevenuto de Souza
2023/1$DCC636$Ética na Computação$Fabrício Benevenuto de Souza
2022/2$DCC129$Fundamentos da Teoria da Computação$Mário Sérgio Alvim
2022/2$DCC129$Fundamentos da Teoria da Computação$Renato Vimieiro
2022/1$DCC129$Fundamentos da Teoria da Computação$Renato Vimieiro
2021/2$DCC129$Fundamentos da Teoria da Computação$Mário Sérgio Alvim
2021/2$DCC129$Fundamentos da Teoria da Computação$Mário Sérgio Alvim
2021/1$DCC129$Fundamentos da Teoria da Computação$Mário Sérgio Alvim
2020/2$DCC129$Fundamentos da Teoria da Computação$Renato Vimieiro
2023/1$DCC129$Fundamentos da Teoria da Computação$Renato Vimieiro
2023/1$DCC641$Fundamentos de Sistemas Paralelos e Distribuídos$Dorgival Olavo Guedes Neto
2020/2$DCC641$Fundamentos de Sistemas Paralelos e Distribuídos$Dorgival Olavo Guedes Neto
2022/2$DCC641$Fundamentos de Sistemas Paralelos e Distribuídos$Dorgival Olavo Guedes Neto
2022/1$DCC641$Fundamentos de Sistemas Paralelos e Distribuídos$Dorgival Olavo Guedes Neto
2021/2$DCC641$Fundamentos de Sistemas Paralelos e Distribuídos$Dorgival Olavo Guedes Neto
2021/1$DCC641$Fundamentos de Sistemas Paralelos e Distribuídos$Dorgival Olavo Guedes Neto
2023/1$DCC641$Fundamentos de Sistemas Paralelos e Distribuídos$Dorgival Olavo Guedes Neto
2020/2$DCC203$Gestão de equipes$Martín Gómez Ravetti
2020/2$DCC215$Heurísticas e Metaheurísticas$Thiago Ferreira de Noronha
2021/2$DCC215$Heurísticas e Metaheurísticas$Thiago Ferreira de Noronha
2022/2$DCC215$Heurísticas e Metaheurísticas$Thiago Ferreira de Noronha
2022/2$DCC194$Interação Humano-Computador$Raquel Oliveira Prates
2021/2$DCC194$Interação Humano-Computador$Raquel Oliveira Prates
2020/2$DCC194$Interação Humano-Computador$Raquel Oliveira Prates
2022/1$DCC194$Interação Humano-Computador$Raquel Oliveira Prates
2021/1$DCC194$Interação Humano-Computador$Raquel Oliveira Prates
2023/1$DCC194$Interação Humano-Computador$Raquel Oliveira Prates
2020/1$DCC017$Introdução a Arquitetura de Computadores$Omar Paranaiba Vilela Neto
2023/1$DCC017$Introdução a Arquitetura de Computadores$Daniel Fernandes Macedo
2021/1$DCC011$Introdução a Bancos de Dados$Rodrygo Luis Teodoro Santos
2021/1$DCC011$Introdução a Bancos de Dados$Marcos André Gonçalves
2020/2$DCC011$Introdução a Bancos de Dados$Clodoveu Davis
2021/1$DCC011$Introdução a Bancos de Dados$Clodoveu Davis
2020/1$DCC011$Introdução a Bancos de Dados$Marcos André Gonçalves
2020/1$DCC011$Introdução a Bancos de Dados$Rodrygo Luis Teodoro Santos
2020/1$DCC011$Introdução a Bancos de Dados$Fabiano Muniz Belem
2022/2$DCC011$Introdução a Bancos de Dados$Marcos André Gonçalves
2022/1$DCC011$Introdução a Bancos de Dados$Marcos André Gonçalves
2022/2$DCC011$Introdução a Bancos de Dados$Rodrygo Luis Teodoro Santos
2022/2$DCC011$Introdução a Bancos de Dados$Clodoveu Davis
2022/1$DCC011$Introdução a Bancos de Dados$Rodrygo Luis Teodoro Santos
2022/1$DCC011$Introdução a Bancos de Dados$Clodoveu Davis
2021/2$DCC011$Introdução a Bancos de Dados$Rodrygo Luis Teodoro Santos
2021/2$DCC011$Introdução a Bancos de Dados$Clodoveu Davis
2021/2$DCC011$Introdução a Bancos de Dados$Marcos André Gonçalves
2020/2$DCC011$Introdução a Bancos de Dados$Marcos André Gonçalves
2020/2$DCC011$Introdução a Bancos de Dados$Rodrygo Luis Teodoro Santos
2023/1$DCC011$Introdução a Bancos de Dados$Clodoveu Davis
2023/1$DCC011$Introdução a Bancos de Dados$Marcos André Gonçalves
2023/1$DCC011$Introdução a Bancos de Dados$Rodrygo Luis Teodoro Santos
2022/2$DCC050$Introdução à Ciência da Computação$Luiz Filipe Menezes Vieira
2022/1$DCC050$Introdução à Ciência da Computação$Luiz Filipe Menezes Vieira
2021/2$DCC050$Introdução à Ciência da Computação$Wagner Meira Júnior
2021/1$DCC050$Introdução à Ciência da Computação$Wagner Meira Júnior
2020/2$DCC050$Introdução à Ciência da Computação$Wagner Meira Júnior
2023/1$DCC050$Introdução à Ciência da Computação$Luiz Filipe Menezes Vieira
2022/1$DCC212$Introdução à Ciência dos Dados$Flavio Vinicius Diniz de Figueiredo
2021/1$DCC212$Introdução à Ciência dos Dados$Flavio Vinicius Diniz de Figueiredo
2023/1$DCC212$Introdução à Ciência dos Dados$Flavio Vinicius Diniz de Figueiredo
2023/1$DCC212$Introdução à Ciência dos Dados$Pedro Olmo Stancioli Vaz De Melo
2020/2$DCC212$Introdução à Ciência dos Dados$Flavio Vinicius Diniz de Figueiredo
2022/2$DCC212$Introdução à Ciência dos Dados$Pedro Olmo Stancioli Vaz De Melo
2021/2$DCC212$Introdução à Ciência dos Dados$Flavio Vinicius Diniz de Figueiredo
2022/2$DCC601$Introdução à Informática$Ana Paula Couto da Silva
2022/1$DCC601$Introdução à Informática$Clodoveu Davis
2022/1$DCC601$Introdução à Informática$Ana Paula Couto da Silva
2020/2$DCC601$Introdução à Informática$Leonardo Barbosa e Oliveira
2021/2$DCC601$Introdução à Informática$Leonardo Barbosa e Oliveira
2021/1$DCC601$Introdução à Informática$Leonardo Barbosa e Oliveira
2021/1$DCC601$Introdução à Informática$Anisio Mendes Lacerda
2023/1$DCC601$Introdução à Informática$Ana Paula Couto da Silva
2023/1$DCC601$Introdução à Informática$Gisele Lobo Pappa
2023/1$DCC642$Introdução à Inteligência Artificial$Luiz Chaimowicz
2022/2$DCC642$Introdução à Inteligência Artificial$Luiz Chaimowicz
2022/1$DCC642$Introdução à Inteligência Artificial$Luiz Chaimowicz
2020/2$DCC642$Introdução à Inteligência Artificial$Luiz Chaimowicz
2021/1$DCC642$Introdução à Inteligência Artificial$Luiz Chaimowicz
2023/1$DCC642$Introdução à Inteligência Artificial$Luiz Chaimowicz
2021/2$DCC642$Introdução à Inteligência Artificial$Luiz Chaimowicz
2022/2$DCC642$Introdução à Inteligência Artificial$Luiz Chaimowicz
2022/2$DCC638$Introdução à Lógica Computacional$Antonio Alfredo Ferreira Loureiro 
2022/1$DCC638$Introdução à Lógica Computacional$Mário Sérgio Alvim
2022/2$DCC638$Introdução à Lógica Computacional$Olga Nikolaevna Goussevskaia
2022/1$DCC638$Introdução à Lógica Computacional$Olga Nikolaevna Goussevskaia
2021/2$DCC638$Introdução à Lógica Computacional$Renato Vimieiro
2021/2$DCC638$Introdução à Lógica Computacional$Olga Nikolaevna Goussevskaia
2020/2$DCC638$Introdução à Lógica Computacional$Mário Sérgio Alvim
2020/2$DCC638$Introdução à Lógica Computacional$Mário Sérgio Alvim
2021/1$DCC638$Introdução à Lógica Computacional$Olga Nikolaevna Goussevskaia
2021/1$DCC638$Introdução à Lógica Computacional$Renato Vimieiro
2023/1$DCC638$Introdução à Lógica Computacional$Haniel Moreira Barbosa
2023/1$DCC638$Introdução à Lógica Computacional$Olga Nikolaevna Goussevskaia
2022/2$DCC208$Introdução à Programação de Computadores$Ítalo Fernando Scotá Cunha
2020/2$DCC208$Introdução à Programação de Computadores$João Guilherme Maia de Menezes
2022/2$DCC208$Introdução à Programação de Computadores$Pedro Olmo Stancioli Vaz De Melo
2022/1$DCC208$Introdução à Programação de Computadores$João Guilherme Maia de Menezes
2022/1$DCC208$Introdução à Programação de Computadores$João Guilherme Maia de Menezes
2022/1$DCC208$Introdução à Programação de Computadores$Ítalo Fernando Scotá Cunha
2021/2$DCC208$Introdução à Programação de Computadores$Ítalo Fernando Scotá Cunha
2021/2$DCC208$Introdução à Programação de Computadores$João Guilherme Maia de Menezes
2020/2$DCC208$Introdução à Programação de Computadores$William Robson Schwartz
2021/1$DCC208$Introdução à Programação de Computadores$Jefersson Alex dos Santos
2021/1$DCC208$Introdução à Programação de Computadores$João Guilherme Maia de Menezes
2021/1$DCC208$Introdução à Programação de Computadores$Ítalo Fernando Scotá Cunha
2023/1$DCC208$Introdução à Programação de Computadores$João Guilherme Maia de Menezes
2020/2$DCC114$Introdução aos Sistemas Lógicos$Gilberto Medeiros Ribeiro
2020/2$DCC114$Introdução aos Sistemas Lógicos$Gilberto Medeiros Ribeiro
2022/2$DCC114$Introdução aos Sistemas Lógicos$Marcos Augusto Menezes Vieira
2022/2$DCC114$Introdução aos Sistemas Lógicos$Michele Nogueira Lima
2022/1$DCC114$Introdução aos Sistemas Lógicos$Marcos Augusto Menezes Vieira
2022/1$DCC114$Introdução aos Sistemas Lógicos$Michele Nogueira Lima
2021/2$DCC114$Introdução aos Sistemas Lógicos$Gilberto Medeiros Ribeiro
2021/2$DCC114$Introdução aos Sistemas Lógicos$Michele Nogueira Lima
2021/1$DCC114$Introdução aos Sistemas Lógicos$Gilberto Medeiros Ribeiro
2021/1$DCC114$Introdução aos Sistemas Lógicos$Michele Nogueira Lima
2023/1$DCC114$Introdução aos Sistemas Lógicos$Gilberto Medeiros Ribeiro
2023/1$DCC114$Introdução aos Sistemas Lógicos$Michele Nogueira Lima
2021/1$DCC024$Linguagens de Programação$Mariza Andrade da Silva Bigonha
2021/1$DCC024$Linguagens de Programação$Haniel Moreira Barbosa
2020/1$DCC024$Linguagens de Programação$Mariza Andrade da Silva Bigonha
2020/1$DCC024$Linguagens de Programação$Haniel Moreira Barbosa
2020/2$DCC024$Linguagens de Programação$Haniel Moreira Barbosa
2020/2$DCC024$Linguagens de Programação$Haniel Moreira Barbosa
2022/2$DCC024$Linguagens de Programação$Fernando Magno Quintão Pereira
2022/2$DCC024$Linguagens de Programação$Haniel Moreira Barbosa
2022/1$DCC024$Linguagens de Programação$Haniel Moreira Barbosa
2022/1$DCC024$Linguagens de Programação$Haniel Moreira Barbosa
2021/2$DCC024$Linguagens de Programação$Haniel Moreira Barbosa
2021/2$DCC024$Linguagens de Programação$Haniel Moreira Barbosa
2023/1$DCC024$Linguagens de Programação$Fernando Magno Quintão Pereira
2023/1$DCC024$Linguagens de Programação$Haniel Moreira Barbosa
2020/2$DCC216$Matemática Discreta$Antonio Alfredo Ferreira Loureiro 
2020/2$DCC216$Matemática Discreta$Antonio Alfredo Ferreira Loureiro 
2022/2$DCC216$Matemática Discreta$Antonio Alfredo Ferreira Loureiro 
2022/2$DCC216$Matemática Discreta$Jeroen van de Graaf
2022/2$DCC216$Matemática Discreta$Jeroen van de Graaf
2022/1$DCC216$Matemática Discreta$Antonio Alfredo Ferreira Loureiro 
2022/1$DCC216$Matemática Discreta$Jeroen van de Graaf
2022/1$DCC216$Matemática Discreta$Antonio Alfredo Ferreira Loureiro 
2021/2$DCC216$Matemática Discreta$Antonio Alfredo Ferreira Loureiro 
2021/2$DCC216$Matemática Discreta$Jeroen van de Graaf
2021/2$DCC216$Matemática Discreta$Jeroen van de Graaf
2020/2$DCC216$Matemática Discreta$Phablo Moura
2021/1$DCC216$Matemática Discreta$Antonio Alfredo Ferreira Loureiro 
2021/1$DCC216$Matemática Discreta$Phablo Moura
2023/1$DCC216$Matemática Discreta$Antonio Alfredo Ferreira Loureiro 
2023/1$DCC216$Matemática Discreta$Antonio Alfredo Ferreira Loureiro 
2023/1$DCC216$Matemática Discreta$Jeroen van de Graaf
2021/2$DCC057$Mineração de Dados$Wagner Meira Júnior
2022/2$DCC057$Mineração de Dados$Wagner Meira Júnior
2020/2$DCC057$Mineração de Dados$Wagner Meira Júnior
2020/2$DCC073$Monografia em Sistemas de Informação II$Daniel Fernandes Macedo
2022/1$DCC073$Monografia em Sistemas de Informação II$William Robson Schwartz
2021/1$DCC073$Monografia em Sistemas de Informação II$Daniel Fernandes Macedo
2021/2$DCC073$Monografia em Sistemas de Informação II$Adriano César Machado Pereira 
2021/1$DCC006$Organização de Computadores I$Luiz Filipe Menezes Vieira
2020/1$DCC006$Organização de Computadores I$Omar Paranaiba Vilela Neto
2020/1$DCC006$Organização de Computadores I$Luiz Filipe Menezes Vieira
2020/2$DCC006$Organização de Computadores I$Luiz Filipe Menezes Vieira
2022/2$DCC006$Organização de Computadores I$Daniel Fernandes Macedo
2022/1$DCC006$Organização de Computadores I$Omar Paranaiba Vilela Neto
2021/2$DCC006$Organização de Computadores I$Luiz Filipe Menezes Vieira
2023/1$DCC006$Organização de Computadores I$Daniel Fernandes Macedo
2023/1$DCC006$Organização de Computadores I$Omar Paranaiba Vilela Neto
2021/1$DCC006$Organização de Computadores I$Omar Paranaiba Vilela Neto
2022/1$DCC006$Organização de Computadores I$Daniel Fernandes Macedo
2020/2$DCC006$Organização de Computadores I$Omar Paranaiba Vilela Neto
2021/2$DCC006$Organização de Computadores I$Omar Paranaiba Vilela Neto
2020/1$DCC007$Organização de Computadores II$Omar Paranaiba Vilela Neto
2022/1$DCC007$Organização de Computadores II$Omar Paranaiba Vilela Neto
2021/1$DCC007$Organização de Computadores II$Omar Paranaiba Vilela Neto
2022/1$DCC007$Organização de Computadores II$Omar Paranaiba Vilela Neto
2021/2$DCC831$Pattern Recognition for Earth Observation$Jefersson Alex dos Santos
2020/2$DCC035$Pesquisa Operacional$Alexandre Salles da Cunha 
2022/2$DCC035$Pesquisa Operacional$Cristiano Arbex Valle
2021/1$DCC035$Pesquisa Operacional$Gabriel de Morais Coutinho
2022/1$DCC035$Pesquisa Operacional$Gabriel de Morais Coutinho
2022/1$DCC035$Pesquisa Operacional$Gabriel de Morais Coutinho
2021/2$DCC035$Pesquisa Operacional$Phablo Moura
2023/1$DCC035$Pesquisa Operacional$Gabriel de Morais Coutinho
2020/1$DCC001$Programação de Computadores$Ana Paula de Carvalho Teixeira
2021/1$DCC001$Programação de Computadores$João Guilherme Maia de Menezes
2021/1$DCC001$Programação de Computadores$Helton Fabio de Matos
2020/1$DCC001$Programação de Computadores$João Guilherme Maia de Menezes
2020/1$DCC001$Programação de Computadores$Ana Paula de Carvalho Teixeira
2021/1$DCC001$Programação de Computadores$Jefersson Alex dos Santos
2021/1$DCC001$Programação de Computadores$William Robson Schwartz
2020/1$DCC001$Programação de Computadores$William Robson Schwartz
2021/1$DCC001$Programação de Computadores$Helton Fabio de Matos
2020/1$DCC001$Programação de Computadores$Helton Fabio de Matos
2020/1$DCC001$Programação de Computadores$Jefersson Alex dos Santos
2021/1$DCC001$Programação de Computadores$José Lopes de Siqueira Neto
2020/1$DCC001$Programação de Computadores$José Lopes de Siqueira Neto
2020/1$DCC001$Programação de Computadores$Helton Fabio de Matos
2020/2$DCC001$Programação de Computadores$Helton Fabio de Matos
2020/2$DCC001$Programação de Computadores$Helton Fabio de Matos
2020/2$DCC001$Programação de Computadores$João Guilherme Maia de Menezes
2020/2$DCC001$Programação de Computadores$Jefersson Alex dos Santos
2020/2$DCC001$Programação de Computadores$Jefersson Alex dos Santos
2022/2$DCC001$Programação de Computadores$Ítalo Fernando Scotá Cunha
2022/2$DCC001$Programação de Computadores$Adriano César Machado Pereira 
2022/2$DCC001$Programação de Computadores$João Guilherme Maia de Menezes
2022/1$DCC001$Programação de Computadores$João Guilherme Maia de Menezes
2022/2$DCC001$Programação de Computadores$João Guilherme Maia de Menezes
2022/1$DCC001$Programação de Computadores$Adriano César Machado Pereira 
2022/1$DCC001$Programação de Computadores$Jefersson Alex dos Santos
2022/1$DCC001$Programação de Computadores$Jefersson Alex dos Santos
2022/1$DCC001$Programação de Computadores$George Luiz Medeiros Teodoro
2022/1$DCC001$Programação de Computadores$José Lopes de Siqueira Neto
2022/1$DCC001$Programação de Computadores$José Lopes de Siqueira Neto
